ID	繁體	簡體	IPA_S	IPA_T	粵拼	來源	詞例	leimaau附註
3780	熟	熟	ʃuk2	ʃʊk̚2	suk6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	煮熟。	
3781	淑	淑	ʃuk5	ʃʊk̚5	suk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3782	福	福	fuk5	fʊk̚5	fuk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3783	腹	腹	fuk5	fʊk̚5	fuk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3784	複	复	fuk5	fʊk̚5	fuk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3785	幅	幅	fuk5	fʊk̚5	fuk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3786	蝠	蝠	fuk5	fʊk̚5	fuk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3787	伏	伏	fuk2	fʊk̚2	fuk6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3788	服	服	fuk2	fʊk̚2	fuk6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3789	𦨈	𦨈	fuk2	fʊk̚2	fuk6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3790	縮	缩	ʃuk5	ʃʊk̚5	suk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3791	鹿	鹿	luk2	lʊk̚2	luk6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3792	族	族	tʃuk2	t͡ʃʊk̚2	zuk6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3793	暴	暴	pu22	puː22	bu6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3794	曝	曝	pu22	puː22	bu6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3795	瀑	瀑	pu22	puː22	bu6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	瀑布。	
3796	僕	仆	pʰuk5	pʰʊk̚5	puk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3797	䑑	䑑	pʰuk5	pʰʊk̚5	puk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3798	撲	扑	pʰuk5	pʰʊk̚5	puk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3799	卜	卜	pʰuk5	pʰʊk̚5	puk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3800	木	木	muk2	mʊk̚2	muk6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3801	穀	谷	kuk5	kʊk̚5	guk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3802	糓	糓	kuk5	kʊk̚5	guk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「穀」字。
3803	谷	谷	kuk5	kʊk̚5	guk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3804	哭	哭	huk5	hʊk̚5	huk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3805	禿	秃	tʰuk5	tʰʊk̚5	tuk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3806	𣬜	𣬜	tʰuk5	tʰʊk̚5	tuk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3807	速	速	tʃʰuk5	t͡ʃʰʊk̚5	cuk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3808	遬	遬	tʃʰuk5	t͡ʃʰʊk̚5	cuk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3809	𧫣	𧫣	tʃʰuk5	t͡ʃʰʊk̚5	cuk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3810	祿	禄	luk2	lʊk̚2	luk6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3811	監	监	kam33	kaːm33	gaam3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	國子監。	
3812	汎	泛	fan33	faːn33	faan3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3813	泛	泛	fan33	faːn33	faan3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3814	劔	劔	kim33	kiːm33	gim3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3815	欠	欠	him33	hiːm33	him3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3816	㐸	㐸	him33	hiːm33	him3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3817	獨	独	tuk2	tʊk̚2	duk6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3818	讀	读	tuk2	tʊk̚2	duk6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3819	牘	牍	tuk2	tʊk̚2	duk6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3820	犢	犊	tuk2	tʊk̚2	duk6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3821	㮇	㮇	tʰim35	tʰiːm35	tim2	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	掭筆。	同「掭」字。
3822	念	念	nim22	niːm22	nim6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3823	店	店	tim33	tiːm33	dim3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3824	陷	陷	hɐm22	hɐm22	ham6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3825	蘸	蘸	tʃam55	t͡ʃaːm55	zaam1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	蘸醬油。	
3826	站	站	tʃam22	t͡ʃaːm22	zaam6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	立。	
3827	歉	歉	him33	hiːm33	him3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3828	𧸖	𧸖	tʃan22	t͡ʃaːn22	zaan6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3829	賺	赚	tʃan22	t͡ʃaːn22	zaan6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3830	鑑	鉴	kam33	kaːm33	gaam3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3831	鑒	鉴	kam33	kaːm33	gaam3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3832	鏨	錾	tʃam35	t͡ʃaːm35	zaam2	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	鏨花。	
3833	擔	担	tam33	taːm33	daam3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	挑擔。	
3834	豔	艳	0in33	jiːn33	jin3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3835	艶	艶	0in33	jiːn33	jin3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「豔」字。
3836	爓	焰	0im21	jiːm21	jim4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3837	焰	焰	0im21	jiːm21	jim4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3838	厭	厌	0im33	jiːm33	jim3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3839	驗	验	nim22	niːm22	nim6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3840	殮	殓	lim23	liːm24	lim5	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3841	占	占	tʃim33	t͡ʃiːm33	zim3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「佔」字。
3842	滲	渗	tʃʰɐm33	t͡ʃʰɐm33	cam3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	水滲透。	
3843	闖	闯	tʃʰɔŋ35	t͡ʃʰɔːŋ35	cong2	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3844	勘	勘	kʰam33	kʰaːm33	kaam3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	勘誤、勘探讀音亦同。	
3845	憾	憾	ham21	haːm21	haam4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3846	暗	暗	0ɐm33	Øɐm33	am3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3847	撢	掸	tʰam33	tʰaːm33	taam3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	試探。	
3848	濫	滥	lam22	laːm22	laam6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3849	纜	缆	lam22	laːm22	laam6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3850	暫	暂	tʃam22	t͡ʃaːm22	zaam6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3851	蹔	蹔	tʃam22	t͡ʃaːm22	zaam6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3852	幼	幼	0iɐu33	jɐu33	jau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3853	謬	谬	mɐu33	mɐu33	mau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3854	浸	浸	tʃɐm33	t͡ʃɐm33	zam3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3855	濅	濅	tʃɐm33	t͡ʃɐm33	zam3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3856	𣹦	𣹦	tʃɐm33	t͡ʃɐm33	zam3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3857	𥧲	𥧲	tʃɐm33	t͡ʃɐm33	zam3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3858	絍	纴	0iɐm35	jɐm35	jam2	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	縫紝。	同「紝」字。
3859	任	任	0iɐm22	jɐm22	jam6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	責任。	
3860	禁	禁	kɐm33	kɐm33	gam3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	禁止；禁不住。	
3861	賃	赁	0iɐm22	jɐm22	jam6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	租賃。	
3862	蔭	荫	0iɐm55	jɐm55	jam1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	屋子很蔭。	
3863	奏	奏	tʃɐu33	t͡ʃɐu33	zau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3864	透	透	tʰɐu33	tʰɐu33	tau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3865	漚	沤	0ɐu33	Øɐu33	au3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	久浸水中。	
3866	構	构	kʰɐu33	kʰɐu33	kau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3867	購	购	kʰɐu33	kʰɐu33	kau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3868	彀	彀	kɐu33	kɐu33	gau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	往上殼。	
3869	句	勾	ŋɐu55	ŋɐu55	ngau1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	勾當。	同「勾」字。
3870	湊	凑	tʃʰɐu33	t͡ʃʰɐu33	cau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3871	𨹟	𨹟	lɐu22	lɐu22	lau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3872	陋	陋	lɐu22	lɐu22	lau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3873	漏	漏	lɐu22	lɐu22	lau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3874	寇	寇	kʰɐu33	kʰɐu33	kau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3875	扣	扣	kʰɐu33	kʰɐu33	kau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	扣住。	
3876	茂	茂	mɐu22	mɐu22	mau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3877	貿	贸	mɐu22	mɐu22	mau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3878	戊	戊	mu22	muː22	mu6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3879	豆	豆	tɐu22	tɐu22	dau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3880	逗	逗	tɐu33	tɐu33	dau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3881	鬥	斗	tɐu33	tɐu33	dau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3882	瘶	瘶	ɬɐu33	ɬɐu33	slau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	咳嗽。	同「嗽」字。
3883	嗽	嗽	ɬɐu33	ɬɐu33	slau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	咳嗽。	
3884	宿	宿	ɬuk5	ɬʊk̚5	sluk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	星宿；住宿，宿舍。	
3885	驟	骤	tʃɐu22	t͡ʃɐu22	zau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3886	就	就	tʃɐu22	t͡ʃɐu22	zau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3887	復	复	fuk5	fʊk̚5	fuk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	復興。	
3888	𢕒	𢕒	fuk5	fʊk̚5	fuk1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	復興。	同「復」字。
3889	鼬	鼬	0iɐu22	jɐu22	jau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	黃鼬。	
3890	柚	柚	0iɐu22	jɐu22	jau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3891	授	授	ʃɐu22	ʃɐu22	sau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3892	售	售	ʃɐu22	ʃɐu22	sau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3893	候	候	hɐu22	hɐu22	hau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3894	瘦	瘦	ʃɐu33	ʃɐu33	sau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3895	漱	漱	ɬu33	ɬuː33	slu3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	漱口。	
3896	皺	皱	tʃɐu33	t͡ʃɐu33	zau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3897	縐	绉	tʃɐu33	t͡ʃɐu33	zau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3898	副	副	fu33	fuː33	fu3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3899	富	富	fu33	fuː33	fu3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3900	溜	溜	liu55	liːu55	liu1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3901	廖	廖	liu22	liːu22	liu6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	姓。	
3902	秀	秀	ɬɐu33	ɬɐu33	slau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3903	繡	绣	ɬɐu33	ɬɐu33	slau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3904	宙	宙	tʃɐu22	t͡ʃɐu22	zau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3905	晝	昼	tʃɐu33	t͡ʃɐu33	zau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3906	獸	兽	ʃɐu33	ʃɐu33	sau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3907	臭	臭	tʃʰɐu33	t͡ʃʰɐu33	cau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	香臭。	
3908	袖	袖	tʃɐu22	t͡ʃɐu22	zau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3909	呪	咒	tʃɐu33	t͡ʃɐu33	zau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「咒」字。
3910	舊	旧	kɐu22	kɐu22	gau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3911	柩	柩	kɐu22	kɐu22	gau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3912	匶	匶	kɐu22	kɐu22	gau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3913	𤸃	𤸃	ʃɐu33	ʃɐu33	sau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3914	秤	秤	tʃʰiŋ33	t͡ʃʰɪŋ33/t͡ʃʰeŋ33	cing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	一秆秤。	
3915	鐙	镫	tɐŋ33	tɐŋ33	dang3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	鞍鐙。	
3916	凳	凳	tɐŋ33	tɐŋ33	dang3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3917	贈	赠	tʃɐŋ22	t͡ʃɐŋ22	zang6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3918	鄧	邓	tɐŋ22	tɐŋ22	dang6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3919	又	又	0iɐu22	jɐu22	jau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3920	右	右	0iɐu22	jɐu22	jau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3921	祐	祐	0iɐu22	jɐu22	jau6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3922	救	救	kɐu33	kɐu33	gau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3923	究	究	kɐu33	kɐu33	gau3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3924	磬	磬	hiŋ55	hɪŋ55/heŋ55	hing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3925	殸	殸	hiŋ55	hɪŋ55/heŋ55	hing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3926	聽	听	tʰiŋ33	tʰɪŋ33/tʰeŋ33	ting3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	聽其自然。	
3927	證	证	tʃiŋ33	t͡ʃɪŋ33/t͡ʃeŋ33	zing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3928	孕	孕	0iɐn22	jɐn22	jan6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3929	剩	剩	tʃiŋ22	t͡ʃɪŋ22/t͡ʃeŋ22	zing6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3930	應	应	0iŋ33	jɪŋ33/jeŋ33	jing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	答應。	
3931	興	兴	hiŋ33	hɪŋ33/heŋ33	hing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	高興。	
3932	勝	胜	ʃiŋ33	ʃɪŋ33/ʃeŋ33	sing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	勝敗。	
3933	瞪	瞪	tɐŋ55	tɐŋ55	dang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	瞪眼。	
3934	瀞	瀞	tʃiŋ22	t͡ʃɪŋ22/t͡ʃeŋ22	zing6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3935	盛	盛	ʃiŋ22	ʃɪŋ22/ʃeŋ22	sing6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	盛開。	
3936	徑	径	kiŋ33	kɪŋ33/keŋ33	ging3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3937	經	经	kiŋ55	kɪŋ55/keŋ55	ging1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	經濟。	
3938	甯	宁	niŋ21	nɪŋ21/neŋ21	ning4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	寧可。	同「寧」字
3939	佞	佞	niŋ21	nɪŋ21/neŋ21	ning4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3940	定	定	tiŋ22	tɪŋ22/teŋ22	ding6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3941	錠	锭	tiŋ22	tɪŋ22/teŋ22	ding6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3942	釘	钉	tɛŋ55	tɛːŋ55	deng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	釘住。	
3943	訂	订	tɛŋ22	tɛːŋ22	deng6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	訂約。	
3944	政	政	tʃiŋ33	t͡ʃɪŋ33/t͡ʃeŋ33	zing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3945	正	正	tʃiŋ33	t͡ʃɪŋ33/t͡ʃeŋ33	zing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3946	聖	圣	ʃiŋ33	ʃɪŋ33/ʃeŋ33	sing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3947	鄭	郑	tʃiŋ22	t͡ʃɪŋ22/t͡ʃeŋ22	zing6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3948	性	性	ɬiŋ33	ɬɪŋ33/ɬeŋ33	sling3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3949	姓	姓	ɬiŋ33	ɬɪŋ33/ɬeŋ33	sling3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3950	令	令	liŋ22	lɪŋ22/leŋ22	ling6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3951	聘	聘	pʰiŋ33	pʰɪŋ33/pʰeŋ33	ping3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3952	併	并	piŋ33	pɪŋ33/peŋ33	bing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3953	淨	净	tʃiŋ22	t͡ʃɪŋ22/t͡ʃeŋ22	zing6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3954	棅	棅	piŋ33	pɪŋ33/peŋ33	bing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3955	詠	咏	0uiŋ23	wɪŋ24/weŋ24	wing5	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3956	咏	咏	0uiŋ23	wɪŋ24/weŋ24	wing5	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3957	泳	泳	0uiŋ23	wɪŋ24/weŋ24	wing5	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3958	牚	牚	tʃʰaŋ33	t͡ʃʰaːŋ33	caang3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	椅子牚兒。	
3959	䂻	䂻	tʃaŋ22	t͡ʃaːŋ22	zaang6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	塞。	
3960	迸	迸	piŋ33	pɪŋ33/peŋ33	bing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	迸裂。	
3961	鞕	鞕	ŋaŋ22	ŋaːŋ22	ngaang6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3962	硬	硬	ŋaŋ22	ŋaːŋ22	ngaang6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3963	勁	劲	kiŋ33	kɪŋ33/keŋ33	ging3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3964	竟	竟	kiŋ33	kɪŋ33/keŋ33	ging3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3965	鏡	镜	kɛŋ33	kɛːŋ33	geng3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3966	競	竞	kiŋ22	kɪŋ22/keŋ22	ging6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3967	𥪰	𥪰	kiŋ22	kɪŋ22/keŋ22	ging6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3968	慶	庆	hiŋ33	hɪŋ33/heŋ33	hing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3969	更	更	kɐŋ33	kɐŋ33	gang3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	更加。	
3970	命	命	miŋ22	mɪŋ22/meŋ22	ming6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3971	病	病	pɛŋ22	pɛːŋ22	beng6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3972	孟	孟	maŋ23	maːŋ24	maang5	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3973	柄	柄	piŋ33	pɪŋ33/peŋ33	bing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3974	湯	汤	tʰɔŋ33	tʰɔːŋ33	tong3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3975	曠	旷	kʰɔŋ33	kʰɔːŋ33	kong3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3976	爌	爌	kʰɔŋ33	kʰɔːŋ33	kong3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3977	喪	丧	ɬɔŋ33	ɬɔːŋ33	slong3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	喪失。	
3978	攩	攩	kʰɔk3	kʰɔːk̚3	kok3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	擴充。	
3979	擴	扩	kʰɔk3	kʰɔːk̚3	kok3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	擴充。	
3980	鋼	钢	kɔŋ33	kɔːŋ33	gong3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	刀鈍了。	
3981	映	映	0iŋ33	jɪŋ33/jeŋ33	jing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3982	暎	映	0iŋ33	jɪŋ33/jeŋ33	jing3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「映」字。
3983	敬	敬	kiŋ33	kɪŋ33/keŋ33	ging3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3984	宕	宕	tɔŋ22	tɔːŋ22	dong6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	延宕。	
3985	浪	浪	lɔŋ22	lɔːŋ22	long6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3986	葬	葬	tʃɔŋ33	t͡ʃɔːŋ33	zong3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3987	傍	傍	pʰɔŋ21	pʰɔːŋ21	pong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3988	藏	藏	tʃɔŋ22	t͡ʃɔːŋ22	zong6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	西藏。	
3989	當	当	tɔŋ33	tɔːŋ33	dong3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	當作。	
3990	擋	挡	tɔŋ35	tɔːŋ35	dong2	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3991	抗	抗	kʰɔŋ33	kʰɔːŋ33	kong3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3992	炕	炕	kʰɔŋ33	kʰɔːŋ33	kong3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3993	謗	谤	pɔŋ35	pɔːŋ35	bong2	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3994	妄	妄	mɔŋ22	mɔːŋ22	mong6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3995	望	望	mɔŋ22	mɔːŋ22	mong6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3996	忘	忘	mɔŋ22	mɔːŋ22	mong6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3997	況	况	kʰɔŋ33	kʰɔːŋ33	kong3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3998	况	况	kʰɔŋ33	kʰɔːŋ33	kong3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3999	俇	俇	kɔŋ22	kɔːŋ22	gong6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
4000	旺	旺	0uɔŋ22	wɔːŋ22	wong6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	火旺。	
4001	暀	暀	0uɔŋ22	wɔːŋ22	wong6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	火旺。	
4002	放	放	fɔŋ33	fɔːŋ33	fong3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
4003	相	相	ɬøŋ33	ɬœːŋ33	sloeng3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	相貌。	
4004	唱	唱	tʃʰøŋ33	t͡ʃʰœːŋ33	coeng3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
