ID	TXT_ID	TRAD	SIMP	IPA_S	IPA_T	JYUTPING	SOUR	EXPL	NOTE
817	T25	寫	写	ɬɛ35	ɬɛ35	sle2	2003年侯精一《現代漢語方言音庫(字庫)》P317，318		
818	T26	械	械	hai22	hai22	haai6	2003年侯精一《現代漢語方言音庫(字庫)》P319，320		
819	T27	覺	觉	kɛu33	kɛu33	geu3	2003年侯精一《現代漢語方言音庫(字庫)》P319，320	睡～。	
820	T28	嚼	嚼	tsœk3	tʃœk3	zoek3	2003年侯精一《現代漢語方言音庫(字庫)》P319，320		
821	T29	雀	雀	tsʰœk3	tʃʰœk3	coek3	2003年侯精一《現代漢語方言音庫(字庫)》P319，320		
822	T30	賜	赐	tsʰɿ33	tsʰɿ33	cy3	2003年侯精一《現代漢語方言音庫(字庫)》P319，320		
823	T31	伺	伺	tsʰɿ33	tsʰɿ33	cy3	2003年侯精一《現代漢語方言音庫(字庫)》P321，322		
824	T32	值	值	tsek2	tʃek2	zik6	2003年侯精一《現代漢語方言音庫(字庫)》P321，322		
825	T33	植	植	tsek2	tʃek2	zik6	2003年侯精一《現代漢語方言音庫(字庫)》P321，322		
826	T34	殖	殖	tsek2	tʃek2	zik6	2003年侯精一《現代漢語方言音庫(字庫)》P321，322		
827	T35	隻	只	tsɛk3	tʃɛk3	zek3	2003年侯精一《現代漢語方言音庫(字庫)》P321，322	量詞。	
828	T35	隻	只	tsek3	tʃek3	zik3	2003年侯精一《現代漢語方言音庫(字庫)》P321，322	量詞。	
829	T36	秩	秩	tit2	tit2	dit6	2003年侯精一《現代漢語方言音庫(字庫)》P323，324		
830	T37	吃	吃	hɛk3	hɛk3	hek3	2003年侯精一《現代漢語方言音庫(字庫)》P323，324		
831	T37	吃	吃	hɐt5	hɐt5	hat1	2003年侯精一《現代漢語方言音庫(字庫)》P323，324		
832	T38	翅	翅	tsʰi22	tʃʰi22	ci6	2003年侯精一《現代漢語方言音庫(字庫)》P323，324		原文如此，疑誤。
833	T39	始	始	tsʰi35	tʃʰi35	ci2	2003年侯精一《現代漢語方言音庫(字庫)》P323，324		
834	T40	式	式	sek5	ʃek5	sik1	2003年侯精一《現代漢語方言音庫(字庫)》P323，324		
835	T41	飾	饰	sek5	ʃek5	sik1	2003年侯精一《現代漢語方言音庫(字庫)》P325，326		
836	T42	鼻	鼻	pi22	pi22	bi6	2003年侯精一《現代漢語方言音庫(字庫)》P325，326		
837	T43	祕	秘	pi33	pi33	bi3	2003年侯精一《現代漢語方言音庫(字庫)》P325，326	～書。	原文作「秘」字。
838	T44	堤	堤	tʰɐi21	tʰɐi21	tai4	2003年侯精一《現代漢語方言音庫(字庫)》P325，326		
839	T45	隸	隶	tɐi22	tɐi22	dai6	2003年侯精一《現代漢語方言音庫(字庫)》P325，326		
840	T46	楫	楫	tsʰɐp5	tʃʰɐp5	cap1	2003年侯精一《現代漢語方言音庫(字庫)》P327，328		
841	T47	妓	妓	ki22	ki22	gi6	2003年侯精一《現代漢語方言音庫(字庫)》P327，328		
842	T48	技	技	ki22	ki22	gi6	2003年侯精一《現代漢語方言音庫(字庫)》P327，328		
843	T49	季	季	kʷɐi33	kʷɐi33	gwai3	2003年侯精一《現代漢語方言音庫(字庫)》P327，328		
844	T50	緝	缉	tsʰɐp5	tʃʰɐp5	cap1	2003年侯精一《現代漢語方言音庫(字庫)》P327，328		原文誤作[tsʰep5]。
845	T51	溪	溪	kʰɐi55	kʰɐi55	kai1	2003年侯精一《現代漢語方言音庫(字庫)》P329，330		
846	T52	卜	卜	pʰuk5	pʰʊk5	puk1	2003年侯精一《現代漢語方言音庫(字庫)》P329，330		
847	T53	譜	谱	pʰu35	pʰu35	pu2	2003年侯精一《現代漢語方言音庫(字庫)》P329，330		
848	T54	瀑	瀑	puk2	pʊk2	buk6	2003年侯精一《現代漢語方言音庫(字庫)》P329，330		原文誤作[pɔk2]。
849	T55	腐	腐	fu22	fu22	fu6	2003年侯精一《現代漢語方言音庫(字庫)》P329，330		
850	T56	肚	肚	tʰu24	tʰu24	tu5	2003年侯精一《現代漢語方言音庫(字庫)》P331，332	炒魚～。	
851	T57	肚	肚	tʰu24	tʰu24	tu5	2003年侯精一《現代漢語方言音庫(字庫)》P331，332	大～子。	
852	T58	突	突	tɐt2	tɐt2	dat6	2003年侯精一《現代漢語方言音庫(字庫)》P331，332		
853	T59	族	族	tsuk2	tʃʊk2	zuk6	2003年侯精一《現代漢語方言音庫(字庫)》P331，332		
854	T60	觸	触	tsʰuk5	tʃʰʊk5	cuk1	2003年侯精一《現代漢語方言音庫(字庫)》P331，332		
855	T61	殊	殊	sy21	ʃy21	syu4	2003年侯精一《現代漢語方言音庫(字庫)》P333，334		
856	T62	暑	暑	sy35	ʃy35	syu2	2003年侯精一《現代漢語方言音庫(字庫)》P333，334		
857	T63	鼠	鼠	sy35	ʃy35	syu2	2003年侯精一《現代漢語方言音庫(字庫)》P333，334		
858	T64	乎	乎	fu55	fu55	fu1	2003年侯精一《現代漢語方言音庫(字庫)》P333，334		
859	T64	乎	乎	wu21	wu21	wu4	2003年侯精一《現代漢語方言音庫(字庫)》P333，334		
860	T65	戊	戊	mu22	mu22	mu6	2003年侯精一《現代漢語方言音庫(字庫)》P333，334		
861	T66	屢	屡	lui24	lui24	lui5	2003年侯精一《現代漢語方言音庫(字庫)》P335，336		
862	T67	履	履	ly24	ly24	lyu5	2003年侯精一《現代漢語方言音庫(字庫)》P335，336		
863	T68	拘	拘	kʰy55	kʰy55	kyu1	2003年侯精一《現代漢語方言音庫(字庫)》P335，336		
864	T69	屈	屈	wɐt5	wɐt5	wat1	2003年侯精一《現代漢語方言音庫(字庫)》P335，336		
865	T70	娶	娶	tsʰy35	tʃʰy35	cyu2	2003年侯精一《現代漢語方言音庫(字庫)》P335，336		
866	T71	去	去	hy33	hy33	hyu3	2003年侯精一《現代漢語方言音庫(字庫)》P337，338		
867	T72	婿	婿	ɬɐi33	ɬɐi33	slai3	2003年侯精一《現代漢語方言音庫(字庫)》P337，338		
868	T73	魚	鱼	y21	jy21	jyu4	2003年侯精一《現代漢語方言音庫(字庫)》P337，338		
869	T74	玉	玉	juk2	jʊk2	juk6	2003年侯精一《現代漢語方言音庫(字庫)》P337，338		
870	T75	宅	宅	tsak2	tʃak2	zaak6	2003年侯精一《現代漢語方言音庫(字庫)》P337，338		
871	T76	概	概	kʰɔi33	kʰɔi33	koi3	2003年侯精一《現代漢語方言音庫(字庫)》P339，340		
872	T77	塊	块	fai33	fai33	faai3	2003年侯精一《現代漢語方言音庫(字庫)》P339，340		
873	T77	塊	块	wai33	wai33	waai3	2003年侯精一《現代漢語方言音庫(字庫)》P339，340		
874	T78	會	会	wui22	wui22	wui6	2003年侯精一《現代漢語方言音庫(字庫)》P339，340	～計。	
875	T79	歪	歪	wai55	wai55	waai1	2003年侯精一《現代漢語方言音庫(字庫)》P339，340		
876	T80	佩	佩	pʰui33	pʰui33	pui3	2003年侯精一《現代漢語方言音庫(字庫)》P339，340		
877	T81	銳	锐	jui22	jui22	jui6	2003年侯精一《現代漢語方言音庫(字庫)》P341，342		
878	T82	瑞	瑞	sui22	ʃui22	sui6	2003年侯精一《現代漢語方言音庫(字庫)》P341，342		
879	T83	惟	惟	wɐi21	wɐi21	wai4	2003年侯精一《現代漢語方言音庫(字庫)》P341，342		
880	T84	維	维	wɐi21	wɐi21	wai4	2003年侯精一《現代漢語方言音庫(字庫)》P341，342		
881	T85	跑	跑	pʰau35	pʰau35	paau2	2003年侯精一《現代漢語方言音庫(字庫)》P341，342		
882	T85	跑	跑	pʰɛu35	pʰɛu35	peu2	2003年侯精一《現代漢語方言音庫(字庫)》P341，342		
883	T86	貓	猫	mau55	mau55	maau1	2003年侯精一《現代漢語方言音庫(字庫)》P343，344		
884	T86	貓	猫	mɛu55	mɛu55	meu1	2003年侯精一《現代漢語方言音庫(字庫)》P343，344		
885	T87	造	造	tsu22	tʃu22	zu6	2003年侯精一《現代漢語方言音庫(字庫)》P343，344		
886	T88	搞	搞	kau35	kau35	gaau2	2003年侯精一《現代漢語方言音庫(字庫)》P343，344		
887	T89	跳	跳	tʰiu33	tʰiu33	tiu3	2003年侯精一《現代漢語方言音庫(字庫)》P343，344		
888	T90	角	角	kɔk3	kɔk3	gok3	2003年侯精一《現代漢語方言音庫(字庫)》P343，344		
889	T91	攪	搅	kau35	kau35	gaau2	2003年侯精一《現代漢語方言音庫(字庫)》P345，346		
890	T92	淆	淆	ŋau21	ŋau21	ngaau4	2003年侯精一《現代漢語方言音庫(字庫)》P345，346		
891	T93	校	校	kau33	kau33	gaau3	2003年侯精一《現代漢語方言音庫(字庫)》P345，346	學～。	
892	T94	餚	肴	ŋau21	ŋau21	ngaau4	2003年侯精一《現代漢語方言音庫(字庫)》P345，346		
893	T95	舀	舀	jiu24	jiu24	jiu5	2003年侯精一《現代漢語方言音庫(字庫)》P345，346		
894	T96	剖	剖	pʰɐu35	pʰɐu35	pau2	2003年侯精一《現代漢語方言音庫(字庫)》P347，348		
895	T97	謀	谋	mɐu21	mɐu21	mau4	2003年侯精一《現代漢語方言音庫(字庫)》P347，348		
896	T98	肉	肉	juk2	jʊk2	juk6	2003年侯精一《現代漢語方言音庫(字庫)》P347，348		
897	T99	叛	叛	pʰun33	pʰun33	pun3	2003年侯精一《現代漢語方言音庫(字庫)》P347，348		
898	T100	產	产	tsʰan35	tʃʰan35	caan2	2003年侯精一《現代漢語方言音庫(字庫)》P347，348		
899	T101	刪	删	san55	ʃan55	saan1	2003年侯精一《現代漢語方言音庫(字庫)》P349，350		
900	T102	染	染	jim24	jim24	jim5	2003年侯精一《現代漢語方言音庫(字庫)》P349，350		
901	T103	遍	遍	pʰin33	pʰin33	pin3	2003年侯精一《現代漢語方言音庫(字庫)》P349，350		
902	T104	繭	茧	kan35	kan35	gaan2	2003年侯精一《現代漢語方言音庫(字庫)》P349，350		
903	T105	鉛	铅	yn21	jyn21	jyun4	2003年侯精一《現代漢語方言音庫(字庫)》P349，350		
904	T106	仙	仙	ɬin55	ɬin55	slin1	2003年侯精一《現代漢語方言音庫(字庫)》P351，352		
905	T107	先	先	ɬin55	ɬin55	slin1	2003年侯精一《現代漢語方言音庫(字庫)》P351，352		
906	T108	掀	掀	hyn55	hyn55	hyun1	2003年侯精一《現代漢語方言音庫(字庫)》P351，352		
907	T108	掀	掀	hin55	hin55	hin1	2003年侯精一《現代漢語方言音庫(字庫)》P351，352		
908	T109	鮮	鲜	ɬin55	ɬin55	slin1	2003年侯精一《現代漢語方言音庫(字庫)》P351，352		
909	T109	鮮	鲜	ɬin35	ɬin35	slin2	2003年侯精一《現代漢語方言音庫(字庫)》P351，352		
910	T110	弦	弦	jin21	jin21	jin4	2003年侯精一《現代漢語方言音庫(字庫)》P351，352		
911	T111	縣	县	jin22	jin22	jin6	2003年侯精一《現代漢語方言音庫(字庫)》P353，354		
912	T111	縣	县	yn22	jyn22	jyun6	2003年侯精一《現代漢語方言音庫(字庫)》P353，354		
913	T112	沿	沿	yn21	jyn21	jyun4	2003年侯精一《現代漢語方言音庫(字庫)》P353，354		
914	T113	研	研	jin21	jin21	jin4	2003年侯精一《現代漢語方言音庫(字庫)》P353，354		
915	T114	阮	阮	yn24	jyn24	jyun5	2003年侯精一《現代漢語方言音庫(字庫)》P353，354		
916	T115	緩	缓	wun35	wun35	wun2	2003年侯精一《現代漢語方言音庫(字庫)》P353，354		
917	T116	丸	丸	yn21	jyn21	jyun4	2003年侯精一《現代漢語方言音庫(字庫)》P355，356		
918	T117	完	完	yn21	jyn21	jyun4	2003年侯精一《現代漢語方言音庫(字庫)》P355，356		
919	T118	皖	皖	wun35	wun35	wun2	2003年侯精一《現代漢語方言音庫(字庫)》P355，356		
920	T119	軒	轩	hyn55	hyn55	hyun1	2003年侯精一《現代漢語方言音庫(字庫)》P355，356		
921	T120	癬	癣	ɬyn35	ɬyn35	slyun2	2003年侯精一《現代漢語方言音庫(字庫)》P355，356		
922	T121	貞	贞	tseŋ55	tʃeŋ55	zing1	2003年侯精一《現代漢語方言音庫(字庫)》P357，358		
923	T122	偵	侦	tseŋ55	tʃeŋ55	zing1	2003年侯精一《現代漢語方言音庫(字庫)》P357，358		
924	T123	深	深	sɐm55	ʃɐm55	sam1	2003年侯精一《現代漢語方言音庫(字庫)》P357，358		
925	T124	品	品	pɐn35	pɐn35	ban2	2003年侯精一《現代漢語方言音庫(字庫)》P357，358		
926	T125	津	津	tsɐn55	tʃɐn55	zan1	2003年侯精一《現代漢語方言音庫(字庫)》P357，358		
927	T126	進	进	tsɐn33	tʃɐn33	zan3	2003年侯精一《現代漢語方言音庫(字庫)》P359，360		
928	T127	晉	晋	tsɐn33	tʃɐn33	zan3	2003年侯精一《現代漢語方言音庫(字庫)》P359，360		
929	T128	侵	侵	tsʰɐm55	tʃʰɐm55	cam1	2003年侯精一《現代漢語方言音庫(字庫)》P359，360		
930	T129	欽	钦	hɐm55	hɐm55	ham1	2003年侯精一《現代漢語方言音庫(字庫)》P359，360		
931	T130	秦	秦	tsʰɐn21	tʃʰɐn21	can4	2003年侯精一《現代漢語方言音庫(字庫)》P359，360		
932	T131	信	信	ɬɐn33	ɬɐn33	slan3	2003年侯精一《現代漢語方言音庫(字庫)》P361，362		
933	T132	尹	尹	wɐn35	wɐn35	wan2	2003年侯精一《現代漢語方言音庫(字庫)》P361，362		
934	T133	蚊	蚊	mɐn55	mɐn55	man1	2003年侯精一《現代漢語方言音庫(字庫)》P361，362		
935	T134	孕	孕	yn22	jyn22	jyun6	2003年侯精一《現代漢語方言音庫(字庫)》P361，362		
936	T135	防	防	fɔŋ21	fɔŋ21	fong4	2003年侯精一《現代漢語方言音庫(字庫)》P361，362		
937	T136	項	项	hɔŋ22	hɔŋ22	hong6	2003年侯精一《現代漢語方言音庫(字庫)》P363，364		
938	T137	像	像	tsœŋ22	tʃœŋ22	zoeng6	2003年侯精一《現代漢語方言音庫(字庫)》P363，364		
939	T138	撞	撞	tsɔŋ22	tʃɔŋ22	zong6	2003年侯精一《現代漢語方言音庫(字庫)》P363，364		
940	T139	況	况	kʰɔŋ33	kʰɔŋ33	kong3	2003年侯精一《現代漢語方言音庫(字庫)》P363，364		
941	T140	盟	盟	mɐŋ21	mɐŋ21	mang4	2003年侯精一《現代漢語方言音庫(字庫)》P363，364	同～。	
942	T141	僧	僧	tsɐŋ55	tʃɐŋ55	zang1	2003年侯精一《現代漢語方言音庫(字庫)》P365，366		
943	T142	丁	丁	teŋ55	teŋ55	ding1	2003年侯精一《現代漢語方言音庫(字庫)》P365，366	姓～。	
944	T143	聽	听	tʰɛŋ55	tʰɛŋ55	teng1	2003年侯精一《現代漢語方言音庫(字庫)》P365，366	好～。	原文誤作[tʰeŋ33]。
945	T144	統	统	tʰuŋ35	tʰʊŋ35	tung2	2003年侯精一《現代漢語方言音庫(字庫)》P365，366		
946	T145	松	松	tsʰuŋ21	tʃʰʊŋ21	cung4	2003年侯精一《現代漢語方言音庫(字庫)》P365，366	～樹。	
947	T146	雄	雄	huŋ21	hʊŋ21	hung4	2003年侯精一《現代漢語方言音庫(字庫)》P367，368		
948	T147	熊	熊	juŋ21	jʊŋ21	jung4	2003年侯精一《現代漢語方言音庫(字庫)》P367，368		
949	B12	澈	澈	tsʰit3	tʃʰit3	cit3	2003年侯精一《現代漢語方言音庫(字庫)》P369，370		
950	B21	輟	辍	tsyt3	tʃyt3	zyut3	2003年侯精一《現代漢語方言音庫(字庫)》P369，370		原文誤作[tsy33]。
951	B23	嗟	嗟	tsɛ55	tʃɛ55	ze1	2003年侯精一《現代漢語方言音庫(字庫)》P369，370		
952	B27	偕	偕	hai21	hai21	haai4	2003年侯精一《現代漢語方言音庫(字庫)》P369，370		
953	B28	攜	携	kʰʷɐi21	kʷʰɐi21	kwai4	2003年侯精一《現代漢語方言音庫(字庫)》P369，370		
954	B44	蝕	蚀	sek2	ʃek2	sik6	2003年侯精一《現代漢語方言音庫(字庫)》P371，372		
955	B49	鄙	鄙	pʰi35	pʰi35	pi2	2003年侯精一《現代漢語方言音庫(字庫)》P371，372		
956	B50	辟	辟	pʰek5	pʰek5	pik1	2003年侯精一《現代漢語方言音庫(字庫)》P371，372	復～。	
957	B51	闢	辟	pʰek5	pʰek5	pik1	2003年侯精一《現代漢語方言音庫(字庫)》P371，372	開～。	
958	B52	泌	泌	pi33	pi33	bi3	2003年侯精一《現代漢語方言音庫(字庫)》P371，372	分～。	
959	B60	棲	栖	tsʰɐi55	tʃʰɐi55	cai1	2003年侯精一《現代漢語方言音庫(字庫)》P373，374		
960	B62	迄	迄	hɐt5	hɐt5	hat1	2003年侯精一《現代漢語方言音庫(字庫)》P373，374		原文誤作[het5]。
961	B63	泣	泣	jɐp5	jɐp5	jap1	2003年侯精一《現代漢語方言音庫(字庫)》P373，374		原文誤作[jep5]。
962	B64	兮	兮	hɐi21	hɐi21	hai4	2003年侯精一《現代漢語方言音庫(字庫)》P373，374		
963	B65	奚	奚	hɐi21	hɐi21	hai4	2003年侯精一《現代漢語方言音庫(字庫)》P373，374		
964	B67	璽	玺	ɬɐi35	ɬɐi35	slai2	2003年侯精一《現代漢語方言音庫(字庫)》P375，376		
965	B68	徙	徙	ɬɐi35	ɬɐi35	slai2	2003年侯精一《現代漢語方言音庫(字庫)》P375，376		
966	B69	遺	遗	wɐi21	wɐi21	wai4	2003年侯精一《現代漢語方言音庫(字庫)》P375，376		
967	B71	僕	仆	pʰuk2	pʰʊk2	puk6	2003年侯精一《現代漢語方言音庫(字庫)》P375，376		
968	B74	曝	曝	puk2	pʊk2	buk6	2003年侯精一《現代漢語方言音庫(字庫)》P375，376		原文誤作[pɔk2]。
969	B102	悴	悴	tsʰui33	tʃʰui33	cui3	2003年侯精一《現代漢語方言音庫(字庫)》P377，378		
970	B103	粹	粹	tsʰui33	tʃʰui33	cui3	2003年侯精一《現代漢語方言音庫(字庫)》P377，378		
971	B104	遂	遂	ɬui22	ɬui22	slui6	2003年侯精一《現代漢語方言音庫(字庫)》P377，378		
972	B107	彙	汇	wui22	wui22	wui6	2003年侯精一《現代漢語方言音庫(字庫)》P377，378		
973	B108	彗	彗	wɐi22	wɐi22	wai6	2003年侯精一《現代漢語方言音庫(字庫)》P377，378		
974	B176	迥	迥	kʷeŋ35	kʷeŋ35	gwing2	2003年侯精一《現代漢語方言音庫(字庫)》P379，380		
975	B15	軋	轧	tsat3	tʃat3	zaat3	2003年侯精一《現代漢語方言音庫(字庫)》P379，380		
976	B26	傻	傻	ɬɔ21	ɬɔ21	slo4	2003年侯精一《現代漢語方言音庫(字庫)》P379，380		
977	B27	蝦	虾	ha21	ha21	haa4	2003年侯精一《現代漢語方言音庫(字庫)》P379，380	～蟆。	
978	B28	佳	佳	kai55	kai55	gaai1	2003年侯精一《現代漢語方言音庫(字庫)》P379，380		
979	B34	匣	匣	hap2	hap2	haap6	2003年侯精一《現代漢語方言音庫(字庫)》P381，382		
980	B54	蛙	蛙	wa55	wa55	waa1	2003年侯精一《現代漢語方言音庫(字庫)》P381，382		
981	B82	喝	喝	hɔt3	hɔt3	hot3	2003年侯精一《現代漢語方言音庫(字庫)》P381，382	～彩。	
982	B85	赫	赫	hak3	hak3	haak3	2003年侯精一《現代漢語方言音庫(字庫)》P381，382		
983	B86	厄	厄	ŋɐk5	ŋɐk5	ngak1	2003年侯精一《現代漢語方言音庫(字庫)》P381，382		
984	B87	扼	扼	ŋɐk5	ŋɐk5	ngak1	2003年侯精一《現代漢語方言音庫(字庫)》P383，384		
985	B99	諾	诺	nɔk2	nɔk2	nok6	2003年侯精一《現代漢語方言音庫(字庫)》P383，384		
986	B108	拙	拙	tsyt2	tʃyt2	zyut6	2003年侯精一《現代漢語方言音庫(字庫)》P383，384		
987	B115	綽	绰	tsʰœk3	tʃʰœk3	coek3	2003年侯精一《現代漢語方言音庫(字庫)》P383，384		
988	B116	若	若	jœk2	jœk2	joek6	2003年侯精一《現代漢語方言音庫(字庫)》P383，384		
989	B127	沃	沃	juk5	jʊk5	juk1	2003年侯精一《現代漢語方言音庫(字庫)》P385，386		
990	B136	臬	臬	nit2	nit2	nit6	2003年侯精一《現代漢語方言音庫(字庫)》P385，386		
991	B149	竭	竭	kʰit3	kʰit3	kit3	2003年侯精一《現代漢語方言音庫(字庫)》P385，386		
992	B152	怯	怯	hip3	hip3	hip3	2003年侯精一《現代漢語方言音庫(字庫)》P385，386		
993	B156	挾	挟	kap3	kap3	gaap3	2003年侯精一《現代漢語方言音庫(字庫)》P385，386		
994	B158	諧	谐	hai21	hai21	haai4	2003年侯精一《現代漢語方言音庫(字庫)》P387，388		
995	B164	謁	谒	jit3	jit3	jit3	2003年侯精一《現代漢語方言音庫(字庫)》P387，388		
996	B169	掘	掘	kʷɐt2	kʷɐt2	gwat6	2003年侯精一《現代漢語方言音庫(字庫)》P387，388		原文誤作[kʷet2]。
997	B180	閱	阅	yt2	jyt2	jyut6	2003年侯精一《現代漢語方言音庫(字庫)》P387，388		
998	B187	俟	俟	sɿ22	sɿ22	sy6	2003年侯精一《現代漢語方言音庫(字庫)》P387，388		
999	B193	擲	掷	tsek5	tʃek5	zik1	2003年侯精一《現代漢語方言音庫(字庫)》P389，390		
1000	B213	而	而	ji21	ji21	ji4	2003年侯精一《現代漢語方言音庫(字庫)》P389，390		
1001	B214	爾	尔	ji24	ji24	ji5	2003年侯精一《現代漢語方言音庫(字庫)》P389，390		
1002	B220	敝	敝	pi22	pi22	bi6	2003年侯精一《現代漢語方言音庫(字庫)》P389，390		
1003	B223	臂	臂	pi33	pi33	bi3	2003年侯精一《現代漢語方言音庫(字庫)》P389，390		
1004	B233	匿	匿	nek5	nek5	nik1	2003年侯精一《現代漢語方言音庫(字庫)》P391，392		
1005	B234	溺	溺	nek2	nek2	nik6	2003年侯精一《現代漢語方言音庫(字庫)》P391，392		
1006	B251	戚	戚	tsʰek5	tʃʰek5	cik1	2003年侯精一《現代漢語方言音庫(字庫)》P391，392		
1007	B253	乞	乞	hɐt5	hɐt5	hat1	2003年侯精一《現代漢語方言音庫(字庫)》P391，392		
1008	B264	系	系	hɐi22	hɐi22	hai6	2003年侯精一《現代漢語方言音庫(字庫)》P391，392		
1009	B267	夷	夷	ji21	ji21	ji4	2003年侯精一《現代漢語方言音庫(字庫)》P393，394		
1010	B272	憶	忆	jek5	jek5	jik1	2003年侯精一《現代漢語方言音庫(字庫)》P393，394		
1011	B274	亦	亦	jek2	jek2	jik6	2003年侯精一《現代漢語方言音庫(字庫)》P393，394		
1012	B277	逸	逸	jɐt2	jɐt2	jat6	2003年侯精一《現代漢語方言音庫(字庫)》P393，394		
1013	B284	暮	暮	mu22	mu22	mu6	2003年侯精一《現代漢語方言音庫(字庫)》P393，394		
1014	B290	篤	笃	tuk5	tʊk5	duk1	2003年侯精一《現代漢語方言音庫(字庫)》P395，396		
1015	B327	斛	斛	huk2	hʊk2	huk6	2003年侯精一《現代漢語方言音庫(字庫)》P395，396		
1016	B336	縷	缕	ly24	ly24	lyu5	2003年侯精一《現代漢語方言音庫(字庫)》P395，396		
1017	B350	旭	旭	juk5	jʊk5	juk1	2003年侯精一《現代漢語方言音庫(字庫)》P395，396		
1018	B352	恤	恤	ɬɐt5	ɬɐt5	slat1	2003年侯精一《現代漢語方言音庫(字庫)》P395，396		
1019	B353	畜	畜	tsʰuk5	tʃʰʊk5	cuk1	2003年侯精一《現代漢語方言音庫(字庫)》P397，398		
1020	B356	羽	羽	y24	jy24	jyu5	2003年侯精一《現代漢語方言音庫(字庫)》P397，398		
1021	B358	郁	郁	juk5	jʊk5	juk1	2003年侯精一《現代漢語方言音庫(字庫)》P397，398		
1022	B360	域	域	wek2	wek2	wik6	2003年侯精一《現代漢語方言音庫(字庫)》P397，398		
1023	B361	欲	欲	juk2	jʊk2	juk6	2003年侯精一《現代漢語方言音庫(字庫)》P397，398		
1024	B370	乃	乃	nai24	nai24	naai5	2003年侯精一《現代漢語方言音庫(字庫)》P399，400		
1025	B432	綴	缀	tsui33	tʃui33	zui3	2003年侯精一《現代漢語方言音庫(字庫)》P399，400		
1026	B436	稅	税	sui33	ʃui33	sui3	2003年侯精一《現代漢語方言音庫(字庫)》P399，400		
1027	B437	蕊	蕊	jui24	jui24	jui5	2003年侯精一《現代漢語方言音庫(字庫)》P399，400		
1028	B449	桅	桅	ŋɐi21	ŋɐi21	ngai4	2003年侯精一《現代漢語方言音庫(字庫)》P399，400		
1029	B450	委	委	wɐi35	wɐi35	wai2	2003年侯精一《現代漢語方言音庫(字庫)》P401，402		
1030	B476	聊	聊	liu21	liu21	liu4	2003年侯精一《現代漢語方言音庫(字庫)》P401，402		
1031	B477	燎	燎	liu21	liu21	liu4	2003年侯精一《現代漢語方言音庫(字庫)》P401，402	～原。	
1032	B478	燎	燎	liu21	liu21	liu4	2003年侯精一《現代漢語方言音庫(字庫)》P401，402	火～眉毛。	
1033	B484	蕭	萧	ɬiu55	ɬiu55	sliu1	2003年侯精一《現代漢語方言音庫(字庫)》P401，402		
1034	B485	囂	嚣	hiu55	hiu55	hiu1	2003年侯精一《現代漢語方言音庫(字庫)》P403，404		
1035	B489	堯	尧	jiu21	jiu21	jiu4	2003年侯精一《現代漢語方言音庫(字庫)》P403，404		
1036	B493	否	否	fɐu35	fɐu35	fau2	2003年侯精一《現代漢語方言音庫(字庫)》P403，404		
1037	B498	奏	奏	tsɐu33	tʃɐu33	zau3	2003年侯精一《現代漢語方言音庫(字庫)》P403，404		
1038	B512	歐	欧	ɐu55	∅ɐu55	au1	2003年侯精一《現代漢語方言音庫(字庫)》P403，404		
1039	B514	謬	谬	mɐu22	mɐu22	mau6	2003年侯精一《現代漢語方言音庫(字庫)》P405，406		
1040	B552	棧	栈	tsan22	tʃan22	zaan6	2003年侯精一《現代漢語方言音庫(字庫)》P405，406		
1041	B553	站	站	tsam22	tʃam22	zaam6	2003年侯精一《現代漢語方言音庫(字庫)》P405，406	～立。	
1042	B554	綻	绽	tsan22	tʃan22	zaan6	2003年侯精一《現代漢語方言音庫(字庫)》P405，406		
1043	B555	蟬	蝉	sim21	ʃim21	sim4	2003年侯精一《現代漢語方言音庫(字庫)》P405，406		
1044	B566	酣	酣	hɐm21	hɐm21	ham4	2003年侯精一《現代漢語方言音庫(字庫)》P407，408		
1045	B590	漸	渐	tsim22	tʃim22	zim6	2003年侯精一《現代漢語方言音庫(字庫)》P407，408		
1046	B613	晏	晏	an33	∅an33	aan3	2003年侯精一《現代漢語方言音庫(字庫)》P407，408		
1047	B632	倦	倦	kyn22	kyn22	gyun6	2003年侯精一《現代漢語方言音庫(字庫)》P407，408		
1048	B634	犬	犬	hyn35	hyn35	hyun2	2003年侯精一《現代漢語方言音庫(字庫)》P407，408		
1049	B635	喧	喧	hyn55	hyn55	hyun1	2003年侯精一《現代漢語方言音庫(字庫)》P409，410		
1050	B636	玄	玄	yn21	jyn21	jyun4	2003年侯精一《現代漢語方言音庫(字庫)》P409，410		
1051	B637	旋	旋	ɬyn21	ɬyn21	slyun4	2003年侯精一《現代漢語方言音庫(字庫)》P409，410		
1052	B638	淵	渊	yn55	jyn55	jyun1	2003年侯精一《現代漢語方言音庫(字庫)》P409，410		
1053	B645	岑	岑	tsʰɐm21	tʃʰɐm21	cam4	2003年侯精一《現代漢語方言音庫(字庫)》P409，410		
1054	B656	甚	甚	sɐm22	ʃɐm22	sam6	2003年侯精一《現代漢語方言音庫(字庫)》P411，412		
1055	B677	釁	衅	jɐn22	jɐn22	jan6	2003年侯精一《現代漢語方言音庫(字庫)》P411，412		
1056	B684	倫	伦	lɐn21	lɐn21	lan4	2003年侯精一《現代漢語方言音庫(字庫)》P411，412		
