ID	TXT_ID	TRAD	SIMP	IPA_S	IPA_T	JYUTPING	SOUR	EXPL	NOTE
1	C1	巴	巴	pa55	pa55	baa1	2003年侯精一《現代漢語方言音庫(字庫)》P2，3		
2	C2	拔	拔	pat2	pat2	baat6	2003年侯精一《現代漢語方言音庫(字庫)》P2，3		
3	C3	髮	发	fat3	fat3	faat3	2003年侯精一《現代漢語方言音庫(字庫)》P2，3		原文作「髪」字。
4	C4	伐	伐	fat2	fat2	faat6	2003年侯精一《現代漢語方言音庫(字庫)》P2，3		
5	C5	法	法	fat3	fat3	faat3	2003年侯精一《現代漢語方言音庫(字庫)》P2，3		
6	C6	達	达	tat2	tat2	daat6	2003年侯精一《現代漢語方言音庫(字庫)》P4，5		
7	C7	答	答	tap3	tap3	daap3	2003年侯精一《現代漢語方言音庫(字庫)》P4，5		
8	C8	塔	塔	tʰap3	tʰap3	taap3	2003年侯精一《現代漢語方言音庫(字庫)》P4，5		
9	C9	拿	拿	na21	na21	naa4	2003年侯精一《現代漢語方言音庫(字庫)》P4，5		
10	C10	納	纳	nap2	nap2	naap6	2003年侯精一《現代漢語方言音庫(字庫)》P4，5		
11	C11	臘	腊	lap2	lap2	laap6	2003年侯精一《現代漢語方言音庫(字庫)》P6，7		
12	C12	辣	辣	lat2	lat2	laat6	2003年侯精一《現代漢語方言音庫(字庫)》P6，7		
13	C13	雜	杂	tsap2	tʃap2	zaap6	2003年侯精一《現代漢語方言音庫(字庫)》P6，7		
14	C14	撒	撒	ɬat3	ɬat3	slaat3	2003年侯精一《現代漢語方言音庫(字庫)》P6，7		
15	C15	閘	闸	tsap2	tʃap2	zaap6	2003年侯精一《現代漢語方言音庫(字庫)》P6，7		
16	C16	鍘	铡	tsap2	tʃap2	zaap6	2003年侯精一《現代漢語方言音庫(字庫)》P8，9		
17	C17	炸	炸	tsa33	tʃa33	zaa3	2003年侯精一《現代漢語方言音庫(字庫)》P8，9		
18	C18	叉	叉	tsʰa55	tʃʰa55	caa1	2003年侯精一《現代漢語方言音庫(字庫)》P8，9		
19	C19	插	插	tsʰap3	tʃʰap3	caap3	2003年侯精一《現代漢語方言音庫(字庫)》P8，9		
20	C20	茶	茶	tsʰa21	tʃʰa21	caa4	2003年侯精一《現代漢語方言音庫(字庫)》P8，9		
21	C21	察	察	tsʰat3	tʃʰat3	caat3	2003年侯精一《現代漢語方言音庫(字庫)》P10，11		
22	C22	殺	杀	sat3	ʃat3	saat3	2003年侯精一《現代漢語方言音庫(字庫)》P10，11		
23	C23	沙	沙	sa55	ʃa55	saa1	2003年侯精一《現代漢語方言音庫(字庫)》P10，11		
24	C24	剎	刹	sat3	ʃat3	saat3	2003年侯精一《現代漢語方言音庫(字庫)》P10，11		
25	C25	家	家	ka55	ka55	gaa1	2003年侯精一《現代漢語方言音庫(字庫)》P10，11		
26	C26	甲	甲	kap3	kap3	gaap3	2003年侯精一《現代漢語方言音庫(字庫)》P12，13		
27	C27	恰	恰	hip3	hip3	hip3	2003年侯精一《現代漢語方言音庫(字庫)》P12，13		
28	C28	蝦	虾	ha55	ha55	haa1	2003年侯精一《現代漢語方言音庫(字庫)》P12，13	魚～。	
29	C29	瞎	瞎	hɐt2	hɐt2	hat6	2003年侯精一《現代漢語方言音庫(字庫)》P12，13		
30	C30	狹	狭	hap3	hap3	haap3	2003年侯精一《現代漢語方言音庫(字庫)》P12，13		
31	C31	下	下	ha24	ha24	haa5	2003年侯精一《現代漢語方言音庫(字庫)》P14，15	底～。	
32	C32	下	下	ha22	ha22	haa6	2003年侯精一《現代漢語方言音庫(字庫)》P14，15	～降。	
33	C33	鴉	鸦	a55	∅a55	aa1	2003年侯精一《現代漢語方言音庫(字庫)》P14，15		
34	C34	鴨	鸭	ap3	∅ap3	aap3	2003年侯精一《現代漢語方言音庫(字庫)》P14，15		
35	C35	牙	牙	ŋa21	ŋa21	ngaa4	2003年侯精一《現代漢語方言音庫(字庫)》P14，15		
36	C36	崖	崖	ŋai21	ŋai21	ngaai4	2003年侯精一《現代漢語方言音庫(字庫)》P16，17		
37	C37	涯	涯	ŋai21	ŋai21	ngaai4	2003年侯精一《現代漢語方言音庫(字庫)》P16，17		
38	C38	抓	抓	tsa55	tʃa55	zaa1	2003年侯精一《現代漢語方言音庫(字庫)》P16，17		
39	C39	刷	刷	tsʰat3	tʃʰat3	caat3	2003年侯精一《現代漢語方言音庫(字庫)》P16，17		
40	C40	瓜	瓜	kʷa55	kʷa55	gwaa1	2003年侯精一《現代漢語方言音庫(字庫)》P16，17		
41	C41	刮	刮	kʷat3	kʷat3	gwaat3	2003年侯精一《現代漢語方言音庫(字庫)》P18，19		
42	C42	掛	挂	kʷa33	kʷa33	gwaa3	2003年侯精一《現代漢語方言音庫(字庫)》P18，19		
43	C43	誇	夸	kʰʷa55	kʷʰa55	kwaa1	2003年侯精一《現代漢語方言音庫(字庫)》P18，19		
44	C44	滑	滑	wɛt2	wɛt2	wet6	2003年侯精一《現代漢語方言音庫(字庫)》P18，19		
45	C44	滑	滑	wat2	wat2	waat6	2003年侯精一《現代漢語方言音庫(字庫)》P18，19		
46	C45	化	化	fa33	fa33	faa3	2003年侯精一《現代漢語方言音庫(字庫)》P18，19		
47	C46	畫	画	wa22	wa22	waa6	2003年侯精一《現代漢語方言音庫(字庫)》P20，21		原文誤作[wa33]。
48	C47	話	话	wa22	wa22	waa6	2003年侯精一《現代漢語方言音庫(字庫)》P20，21		
49	C48	挖	挖	wɛt3	wɛt3	wet3	2003年侯精一《現代漢語方言音庫(字庫)》P20，21		
50	C48	挖	挖	wat3	wat3	waat3	2003年侯精一《現代漢語方言音庫(字庫)》P20，21		
51	C49	瓦	瓦	ŋa24	ŋa24	ngaa5	2003年侯精一《現代漢語方言音庫(字庫)》P20，21		
52	C50	襪	袜	mat2	mat2	maat6	2003年侯精一《現代漢語方言音庫(字庫)》P20，21		
53	C50	襪	袜	mɐt2	mɐt2	mat6	2003年侯精一《現代漢語方言音庫(字庫)》P20，21		
54	C51	得	得	tɐk5	tɐk5	dak1	2003年侯精一《現代漢語方言音庫(字庫)》P22，23		
55	C52	勒	勒	lɐk2	lɐk2	lak6	2003年侯精一《現代漢語方言音庫(字庫)》P22，23		
56	C53	則	则	tsɐk5	tʃɐk5	zak1	2003年侯精一《現代漢語方言音庫(字庫)》P22，23		
57	C54	責	责	tsak3	tʃak3	zaak3	2003年侯精一《現代漢語方言音庫(字庫)》P22，23		
58	C55	測	测	tsʰɐk5	tʃʰɐk5	cak1	2003年侯精一《現代漢語方言音庫(字庫)》P22，23		
59	C56	策	策	tsʰak3	tʃʰak3	caak3	2003年侯精一《現代漢語方言音庫(字庫)》P24，25		
60	C57	色	色	sek5	ʃek5	sik1	2003年侯精一《現代漢語方言音庫(字庫)》P24，25		
61	C58	澀	涩	kip3	kip3	gip3	2003年侯精一《現代漢語方言音庫(字庫)》P24，25		
62	C59	蛇	蛇	sɛ21	ʃɛ21	se4	2003年侯精一《現代漢語方言音庫(字庫)》P24，25		
63	C60	設	设	tsʰit3	tʃʰit3	cit3	2003年侯精一《現代漢語方言音庫(字庫)》P24，25		
64	C61	社	社	sɛ24	ʃɛ24	se5	2003年侯精一《現代漢語方言音庫(字庫)》P26，27		
65	C62	射	射	sɛ22	ʃɛ22	se6	2003年侯精一《現代漢語方言音庫(字庫)》P26，27		
66	C63	涉	涉	sip3	ʃip3	sip3	2003年侯精一《現代漢語方言音庫(字庫)》P26，27		
67	C64	惹	惹	jɛ24	jɛ24	je5	2003年侯精一《現代漢語方言音庫(字庫)》P26，27		
68	C65	熱	热	jit2	jit2	jit6	2003年侯精一《現代漢語方言音庫(字庫)》P26，27		
69	C66	鴿	鸽	kɐp3	kɐp3	gap3	2003年侯精一《現代漢語方言音庫(字庫)》P28，29		
70	C67	割	割	kɔt3	kɔt3	got3	2003年侯精一《現代漢語方言音庫(字庫)》P28，29		
71	C68	歌	歌	kɔ55	kɔ55	go1	2003年侯精一《現代漢語方言音庫(字庫)》P28，29		
72	C69	革	革	kak3	kak3	gaak3	2003年侯精一《現代漢語方言音庫(字庫)》P28，29		
73	C70	各	各	kɔk3	kɔk3	gok3	2003年侯精一《現代漢語方言音庫(字庫)》P28，29		
74	C71	殼	壳	hɔk3	hɔk3	hok3	2003年侯精一《現代漢語方言音庫(字庫)》P30，31		
75	C72	刻	刻	kʰɐk5	kʰɐk5	kak1	2003年侯精一《現代漢語方言音庫(字庫)》P30，31		
76	C73	客	客	hak3	hak3	haak3	2003年侯精一《現代漢語方言音庫(字庫)》P30，31		
77	C74	課	课	kʰɔ33	kʰɔ33	ko3	2003年侯精一《現代漢語方言音庫(字庫)》P30，31		
78	C75	喝	喝	hɔt3	hɔt3	hot3	2003年侯精一《現代漢語方言音庫(字庫)》P30，31	～酒。	
79	C76	河	河	hɔ21	hɔ21	ho4	2003年侯精一《現代漢語方言音庫(字庫)》P32，33		
80	C77	核	核	wɐt2	wɐt2	wat6	2003年侯精一《現代漢語方言音庫(字庫)》P32，33	桃～。	原文無註釋。
81	C78	惡	恶	ɔk3	∅ɔk3	ok3	2003年侯精一《現代漢語方言音庫(字庫)》P32，33	善～。	
82	C79	剝	剥	pɔk3	pɔk3	bok3	2003年侯精一《現代漢語方言音庫(字庫)》P32，33		
83	C80	婆	婆	pʰɔ21	pʰɔ21	po4	2003年侯精一《現代漢語方言音庫(字庫)》P32，33		
84	C81	破	破	pʰɔ33	pʰɔ33	po3	2003年侯精一《現代漢語方言音庫(字庫)》P34，35		
85	C82	末	末	mut2	mut2	mut6	2003年侯精一《現代漢語方言音庫(字庫)》P34，35		
86	C83	莫	莫	mɔk2	mɔk2	mok6	2003年侯精一《現代漢語方言音庫(字庫)》P34，35		
87	C84	佛	佛	fɐt2	fɐt2	fat6	2003年侯精一《現代漢語方言音庫(字庫)》P34，35		
88	C85	舵	舵	tʰɔ24	tʰɔ24	to5	2003年侯精一《現代漢語方言音庫(字庫)》P34，35		
89	C85	舵	舵	tʰɔ21	tʰɔ21	to4	2003年侯精一《現代漢語方言音庫(字庫)》P34，35		
90	C86	託	托	tʰɔk3	tʰɔk3	tok3	2003年侯精一《現代漢語方言音庫(字庫)》P36，37		
91	C87	脫	脱	tʰyt3	tʰyt3	tyut3	2003年侯精一《現代漢語方言音庫(字庫)》P36，37		
92	C88	妥	妥	tʰɔ35	tʰɔ35	to2	2003年侯精一《現代漢語方言音庫(字庫)》P36，37		
93	C88	妥	妥	tʰɔ24	tʰɔ24	to5	2003年侯精一《現代漢語方言音庫(字庫)》P36，37		
94	C89	羅	罗	lɔ21	lɔ21	lo4	2003年侯精一《現代漢語方言音庫(字庫)》P36，37		
95	C90	騾	骡	lɔ21	lɔ21	lo4	2003年侯精一《現代漢語方言音庫(字庫)》P36，37		
96	C91	洛	洛	lɔk3	lɔk3	lok3	2003年侯精一《現代漢語方言音庫(字庫)》P38，39		
97	C92	左	左	tsɔ35	tʃɔ35	zo2	2003年侯精一《現代漢語方言音庫(字庫)》P38，39		
98	C93	作	作	tsɔk3	tʃɔk3	zok3	2003年侯精一《現代漢語方言音庫(字庫)》P38，39		
99	C94	坐	坐	tsʰɔ24	tʃʰɔ24	co5	2003年侯精一《現代漢語方言音庫(字庫)》P38，39		
100	C95	縮	缩	suk5	ʃʊk5	suk1	2003年侯精一《現代漢語方言音庫(字庫)》P38，39		
101	C96	所	所	ɬɔ35	ɬɔ35	slo2	2003年侯精一《現代漢語方言音庫(字庫)》P40，41		
102	C97	捉	捉	tsɔk3	tʃɔk3	zok3	2003年侯精一《現代漢語方言音庫(字庫)》P40，41		
103	C98	桌	桌	tsœk3	tʃœk3	zoek3	2003年侯精一《現代漢語方言音庫(字庫)》P40，41		
104	C99	酌	酌	tsœk3	tʃœk3	zoek3	2003年侯精一《現代漢語方言音庫(字庫)》P40，41		
105	C100	着	着	tsœk3	tʃœk3	zoek3	2003年侯精一《現代漢語方言音庫(字庫)》P40，41	～衣。	
106	C101	着	着	tsœk2	tʃœk2	zoek6	2003年侯精一《現代漢語方言音庫(字庫)》P42，43	睡～。	
107	C102	戳	戳	tsʰɔk3	tʃʰɔk3	cok3	2003年侯精一《現代漢語方言音庫(字庫)》P42，43		
108	C103	弱	弱	jœk2	jœk2	joek6	2003年侯精一《現代漢語方言音庫(字庫)》P42，43		
109	C104	郭	郭	kʰɔk3	kʰɔk3	kok3	2003年侯精一《現代漢語方言音庫(字庫)》P42，43		
110	C105	國	国	kɔk3	kɔk3	gok3	2003年侯精一《現代漢語方言音庫(字庫)》P42，43		
111	C106	闊	阔	fut3	fut3	fut3	2003年侯精一《現代漢語方言音庫(字庫)》P44，45		
112	C107	活	活	wut2	wut2	wut6	2003年侯精一《現代漢語方言音庫(字庫)》P44，45		
113	C108	或	或	wak2	wak2	waak6	2003年侯精一《現代漢語方言音庫(字庫)》P44，45		
114	C109	獲	获	wak2	wak2	waak6	2003年侯精一《現代漢語方言音庫(字庫)》P44，45		
115	C109	穫	获	wak2	wak2	waak6	2003年侯精一《現代漢語方言音庫(字庫)》P44，45		
116	C110	禍	祸	wɔ22	wɔ22	wo6	2003年侯精一《現代漢語方言音庫(字庫)》P44，45		
117	C111	霍	霍	kʰɔk3	kʰɔk3	kok3	2003年侯精一《現代漢語方言音庫(字庫)》P46，47		
118	C112	窩	窝	wɔ55	wɔ55	wo1	2003年侯精一《現代漢語方言音庫(字庫)》P46，47		
119	C113	臥	卧	ŋɔ22	ŋɔ22	ngo6	2003年侯精一《現代漢語方言音庫(字庫)》P46，47		
120	C114	握	握	ɐk5	∅ɐk5	ak1	2003年侯精一《現代漢語方言音庫(字庫)》P46，47		
121	C115	撇	撇	pʰit3	pʰit3	pit3	2003年侯精一《現代漢語方言音庫(字庫)》P46，47		
122	C116	滅	灭	mit2	mit2	mit6	2003年侯精一《現代漢語方言音庫(字庫)》P48，49		
123	C117	跌	跌	tit3	tit3	dit3	2003年侯精一《現代漢語方言音庫(字庫)》P48，49		
124	C118	帖	帖	tʰip3	tʰip3	tip3	2003年侯精一《現代漢語方言音庫(字庫)》P48，49		
125	C119	捏	捏	nit2	nit2	nit6	2003年侯精一《現代漢語方言音庫(字庫)》P48，49		
126	C120	聶	聂	nip2	nip2	nip6	2003年侯精一《現代漢語方言音庫(字庫)》P48，49		
127	C121	鑷	镊	nip2	nip2	nip6	2003年侯精一《現代漢語方言音庫(字庫)》P50，51		
128	C122	孽	孽	nit2	nit2	nit6	2003年侯精一《現代漢語方言音庫(字庫)》P50，51		
129	C123	列	列	lit2	lit2	lit6	2003年侯精一《現代漢語方言音庫(字庫)》P50，51		
130	C124	劣	劣	lyt3	lyt3	lyut3	2003年侯精一《現代漢語方言音庫(字庫)》P50，51		
131	C125	接	接	tsip3	tʃip3	zip3	2003年侯精一《現代漢語方言音庫(字庫)》P50，51		
132	C126	劫	劫	kip3	kip3	gip3	2003年侯精一《現代漢語方言音庫(字庫)》P52，53		
133	C127	揭	揭	kʰit3	kʰit3	kit3	2003年侯精一《現代漢語方言音庫(字庫)》P52，53		
134	C128	街	街	kai55	kai55	gaai1	2003年侯精一《現代漢語方言音庫(字庫)》P52，53		
135	C129	節	节	tsit3	tʃit3	zit3	2003年侯精一《現代漢語方言音庫(字庫)》P52，53		
136	C130	傑	杰	kit2	kit2	git6	2003年侯精一《現代漢語方言音庫(字庫)》P52，53		
137	C131	結	结	kit3	kit3	git3	2003年侯精一《現代漢語方言音庫(字庫)》P54，55		
138	C132	潔	洁	kit3	kit3	git3	2003年侯精一《現代漢語方言音庫(字庫)》P54，55		
139	C133	解	解	kai35	kai35	gaai2	2003年侯精一《現代漢語方言音庫(字庫)》P54，55	～開。	
140	C134	介	介	kai33	kai33	gaai3	2003年侯精一《現代漢語方言音庫(字庫)》P54，55		
141	C135	歇	歇	hit3	hit3	hit3	2003年侯精一《現代漢語方言音庫(字庫)》P54，55		
142	C136	協	协	hip3	hip3	hip3	2003年侯精一《現代漢語方言音庫(字庫)》P56，57		
143	C137	脅	胁	hip3	hip3	hip3	2003年侯精一《現代漢語方言音庫(字庫)》P56，57		
144	C138	斜	斜	tsʰɛ21	tʃʰɛ21	ce4	2003年侯精一《現代漢語方言音庫(字庫)》P56，57		
145	C139	謝	谢	tsɛ22	tʃɛ22	ze6	2003年侯精一《現代漢語方言音庫(字庫)》P56，57		
146	C140	噎	噎	jit3	jit3	jit3	2003年侯精一《現代漢語方言音庫(字庫)》P56，57		
147	C141	野	野	jɛ24	jɛ24	je5	2003年侯精一《現代漢語方言音庫(字庫)》P58，59		
148	C142	業	业	nip2	nip2	nip6	2003年侯精一《現代漢語方言音庫(字庫)》P58，59		
149	C143	葉	叶	jip2	jip2	jip6	2003年侯精一《現代漢語方言音庫(字庫)》P58，59		
150	C144	虐	虐	nœk2	nœk2	noek6	2003年侯精一《現代漢語方言音庫(字庫)》P58，59		
151	C145	略	略	lœk2	lœk2	loek6	2003年侯精一《現代漢語方言音庫(字庫)》P58，59		
152	C146	決	决	kʰyt3	kʰyt3	kyut3	2003年侯精一《現代漢語方言音庫(字庫)》P60，61		
153	C147	絕	绝	tsyt2	tʃyt2	zyut6	2003年侯精一《現代漢語方言音庫(字庫)》P60，61		
154	C148	缺	缺	kʰyt3	kʰyt3	kyut3	2003年侯精一《現代漢語方言音庫(字庫)》P60，61		
155	C149	確	确	kʰɔk3	kʰɔk3	kok3	2003年侯精一《現代漢語方言音庫(字庫)》P60，61		
156	C150	靴	靴	hœ55	hœ55	hoe1	2003年侯精一《現代漢語方言音庫(字庫)》P60，61		
157	C151	薛	薛	ɬyt3	ɬyt3	slyut3	2003年侯精一《現代漢語方言音庫(字庫)》P62，63		
158	C152	穴	穴	yt2	jyt2	jyut6	2003年侯精一《現代漢語方言音庫(字庫)》P62，63		
159	C153	學	学	hɔk2	hɔk2	hok6	2003年侯精一《現代漢語方言音庫(字庫)》P62，63		
160	C154	血	血	hyt3	hyt3	hyut3	2003年侯精一《現代漢語方言音庫(字庫)》P62，63		
161	C155	約	约	jœk3	jœk3	joek3	2003年侯精一《現代漢語方言音庫(字庫)》P62，63		
162	C156	月	月	yt2	jyt2	jyut6	2003年侯精一《現代漢語方言音庫(字庫)》P64，65		
163	C157	嶽	岳	ŋɔk2	ŋɔk2	ngok6	2003年侯精一《現代漢語方言音庫(字庫)》P64，65		
164	C158	越	越	yt2	jyt2	jyut6	2003年侯精一《現代漢語方言音庫(字庫)》P64，65		
165	C159	字	字	tsɿ22	tsɿ22	zy6	2003年侯精一《現代漢語方言音庫(字庫)》P64，65		
166	C160	自	自	tsɿ22	tsɿ22	zy6	2003年侯精一《現代漢語方言音庫(字庫)》P64，65		
167	C161	詞	词	tsʰɿ21	tsʰɿ21	cy4	2003年侯精一《現代漢語方言音庫(字庫)》P66，67		
168	C162	辭	辞	tsʰɿ21	tsʰɿ21	cy4	2003年侯精一《現代漢語方言音庫(字庫)》P66，67		
169	C163	斯	斯	sɿ55	sɿ55	sy1	2003年侯精一《現代漢語方言音庫(字庫)》P66，67		
170	C164	知	知	tsi55	tʃi55	zi1	2003年侯精一《現代漢語方言音庫(字庫)》P66，67		
171	C165	侄	侄	tsɐt2	tʃɐt2	zat6	2003年侯精一《現代漢語方言音庫(字庫)》P66，67		
172	C166	直	直	tsek2	tʃek2	zik6	2003年侯精一《現代漢語方言音庫(字庫)》P68，69		
173	C167	治	治	tsi22	tʃi22	zi6	2003年侯精一《現代漢語方言音庫(字庫)》P68，69		
174	C168	質	质	tsɐt5	tʃɐt5	zat1	2003年侯精一《現代漢語方言音庫(字庫)》P68，69		
175	C169	滯	滞	tsɐi22	tʃɐi22	zai6	2003年侯精一《現代漢語方言音庫(字庫)》P68，69		
176	C170	遲	迟	tsʰi21	tʃʰi21	ci4	2003年侯精一《現代漢語方言音庫(字庫)》P68，69		
177	C171	匙	匙	tsʰi21	tʃʰi21	ci4	2003年侯精一《現代漢語方言音庫(字庫)》P70，71	～羹。	原文無註釋。
178	C172	尺	尺	tsʰɛk3	tʃʰɛk3	cek3	2003年侯精一《現代漢語方言音庫(字庫)》P70，71		
179	C173	齒	齿	tsʰi35	tʃʰi35	ci2	2003年侯精一《現代漢語方言音庫(字庫)》P70，71		
180	C174	恥	耻	tsʰi35	tʃʰi35	ci2	2003年侯精一《現代漢語方言音庫(字庫)》P70，71		
181	C175	師	师	sɿ55	sɿ55	sy1	2003年侯精一《現代漢語方言音庫(字庫)》P70，71		
182	C176	施	施	si55	ʃi55	si1	2003年侯精一《現代漢語方言音庫(字庫)》P72，73		
183	C177	獅	狮	sɿ55	sɿ55	sy1	2003年侯精一《現代漢語方言音庫(字庫)》P72，73		
184	C178	十	十	sɐp2	ʃɐp2	sap6	2003年侯精一《現代漢語方言音庫(字庫)》P72，73		
185	C179	石	石	sɛk2	ʃɛk2	sek6	2003年侯精一《現代漢語方言音庫(字庫)》P72，73		
186	C180	時	时	si21	ʃi21	si4	2003年侯精一《現代漢語方言音庫(字庫)》P72，73		
187	C181	食	食	sek2	ʃek2	sik6	2003年侯精一《現代漢語方言音庫(字庫)》P74，75		
188	C182	士	士	sɿ22	sɿ22	sy6	2003年侯精一《現代漢語方言音庫(字庫)》P74，75		
189	C183	世	世	sɐi33	ʃɐi33	sai3	2003年侯精一《現代漢語方言音庫(字庫)》P74，75		
190	C184	示	示	si22	ʃi22	si6	2003年侯精一《現代漢語方言音庫(字庫)》P74，75		
191	C185	事	事	sɿ22	sɿ22	sy6	2003年侯精一《現代漢語方言音庫(字庫)》P74，75		
192	C186	視	视	si22	ʃi22	si6	2003年侯精一《現代漢語方言音庫(字庫)》P76，77		
193	C187	日	日	jɐt2	jɐt2	jat6	2003年侯精一《現代漢語方言音庫(字庫)》P76，77		
194	C188	貳	贰	ji22	ji22	ji6	2003年侯精一《現代漢語方言音庫(字庫)》P76，77	～心。	
195	C189	逼	逼	pek5	pek5	bik1	2003年侯精一《現代漢語方言音庫(字庫)》P76，77		
196	C190	比	比	pi35	pi35	bi2	2003年侯精一《現代漢語方言音庫(字庫)》P76，77		
197	C191	必	必	pit5	pit5	bit1	2003年侯精一《現代漢語方言音庫(字庫)》P78，79		
198	C192	閉	闭	pɐi33	pɐi33	bai3	2003年侯精一《現代漢語方言音庫(字庫)》P78，79		
199	C193	碧	碧	pek5	pek5	bik1	2003年侯精一《現代漢語方言音庫(字庫)》P78，79		
200	C194	壁	壁	pek5	pek5	bik1	2003年侯精一《現代漢語方言音庫(字庫)》P78，79		
201	C195	披	披	pʰi55	pʰi55	pi1	2003年侯精一《現代漢語方言音庫(字庫)》P78，79		
202	C196	匹	匹	pʰɐt5	pʰɐt5	pat1	2003年侯精一《現代漢語方言音庫(字庫)》P80，81		
203	C197	米	米	mɐi24	mɐi24	mai5	2003年侯精一《現代漢語方言音庫(字庫)》P80，81		原文誤作[mei24]。
204	C198	笛	笛	tek2	tek2	dik6	2003年侯精一《現代漢語方言音庫(字庫)》P80，81		
205	C199	底	底	tɐi35	tɐi35	dai2	2003年侯精一《現代漢語方言音庫(字庫)》P80，81		原文誤作[tɐi22]。
206	C200	地	地	ti22	ti22	di6	2003年侯精一《現代漢語方言音庫(字庫)》P80，81		
207	C201	尼	尼	nɐi21	nɐi21	nai4	2003年侯精一《現代漢語方言音庫(字庫)》P82，83		
208	C202	泥	泥	nɐi21	nɐi21	nai4	2003年侯精一《現代漢語方言音庫(字庫)》P82，83		
209	C203	逆	逆	nek2	nek2	nik6	2003年侯精一《現代漢語方言音庫(字庫)》P82，83		
210	C203	逆	逆	ŋik2	ŋek2	ngik6	2003年侯精一《現代漢語方言音庫(字庫)》P82，83		
211	C204	離	离	li21	li21	li4	2003年侯精一《現代漢語方言音庫(字庫)》P82，83		
212	C205	李	李	li24	li24	li5	2003年侯精一《現代漢語方言音庫(字庫)》P82，83		
213	C206	力	力	lek2	lek2	lik6	2003年侯精一《現代漢語方言音庫(字庫)》P84，85		
214	C207	歷	历	lek2	lek2	lik6	2003年侯精一《現代漢語方言音庫(字庫)》P84，85		
215	C208	立	立	lɐp2	lɐp2	lap6	2003年侯精一《現代漢語方言音庫(字庫)》P84，85		
216	C209	例	例	lɐi22	lɐi22	lai6	2003年侯精一《現代漢語方言音庫(字庫)》P84，85		
217	C210	栗	栗	lɐt2	lɐt2	lat6	2003年侯精一《現代漢語方言音庫(字庫)》P84，85		
218	C210	慄	栗	lɐt2	lɐt2	lat6	2003年侯精一《現代漢語方言音庫(字庫)》P84，85		
219	C211	激	激	kek5	kek5	gik1	2003年侯精一《現代漢語方言音庫(字庫)》P86，87		
220	C212	及	及	kɐp2	kɐp2	gap6	2003年侯精一《現代漢語方言音庫(字庫)》P86，87		
221	C213	吉	吉	kɐt5	kɐt5	gat1	2003年侯精一《現代漢語方言音庫(字庫)》P86，87		
222	C214	極	极	kek2	kek2	gik6	2003年侯精一《現代漢語方言音庫(字庫)》P86，87		
223	C215	集	集	tsɐp2	tʃɐp2	zap6	2003年侯精一《現代漢語方言音庫(字庫)》P86，87		
224	C216	計	计	kɐi33	kɐi33	gai3	2003年侯精一《現代漢語方言音庫(字庫)》P88，89		
225	C217	忌	忌	ki22	ki22	gi6	2003年侯精一《現代漢語方言音庫(字庫)》P88，89		
226	C218	祭	祭	tsɐi33	tʃɐi33	zai3	2003年侯精一《現代漢語方言音庫(字庫)》P88，89		
227	C219	七	七	tsʰɐt5	tʃʰɐt5	cat1	2003年侯精一《現代漢語方言音庫(字庫)》P88，89		
228	C220	奇	奇	kʰi21	kʰi21	ki4	2003年侯精一《現代漢語方言音庫(字庫)》P88，89		
229	C221	氣	气	hi33	hi33	hi3	2003年侯精一《現代漢語方言音庫(字庫)》P90，91		
230	C222	器	器	hi33	hi33	hi3	2003年侯精一《現代漢語方言音庫(字庫)》P90，91		
231	C223	西	西	ɬɐi55	ɬɐi55	slai1	2003年侯精一《現代漢語方言音庫(字庫)》P90，91		
232	C224	吸	吸	kʰɐp5	kʰɐp5	kap1	2003年侯精一《現代漢語方言音庫(字庫)》P90，91		
233	C225	希	希	hi55	hi55	hi1	2003年侯精一《現代漢語方言音庫(字庫)》P90，91		
234	C226	息	息	ɬek5	ɬek5	slik1	2003年侯精一《現代漢語方言音庫(字庫)》P92，93		
235	C227	習	习	tsɐp2	tʃɐp2	zap6	2003年侯精一《現代漢語方言音庫(字庫)》P92，93		
236	C228	席	席	tsek2	tʃek2	zik6	2003年侯精一《現代漢語方言音庫(字庫)》P92，93		
237	C229	喜	喜	hi35	hi35	hi2	2003年侯精一《現代漢語方言音庫(字庫)》P92，93		
238	C230	戲	戏	hi33	hi33	hi3	2003年侯精一《現代漢語方言音庫(字庫)》P92，93		
239	C231	衣	衣	ji55	ji55	ji1	2003年侯精一《現代漢語方言音庫(字庫)》P94，95		
240	C232	揖	揖	jɐp5	jɐp5	jap1	2003年侯精一《現代漢語方言音庫(字庫)》P94，95		
241	C233	宜	宜	ni21	ni21	ni4	2003年侯精一《現代漢語方言音庫(字庫)》P94，95		
242	C234	移	移	ji21	ji21	ji4	2003年侯精一《現代漢語方言音庫(字庫)》P94，95		
243	C235	疑	疑	ni21	ni21	ni4	2003年侯精一《現代漢語方言音庫(字庫)》P94，95		
244	C236	義	义	ji22	ji22	ji6	2003年侯精一《現代漢語方言音庫(字庫)》P96，97		
245	C237	藝	艺	ŋɐi22	ŋɐi22	ngai6	2003年侯精一《現代漢語方言音庫(字庫)》P96，97		
246	C238	役	役	jek2	jek2	jik6	2003年侯精一《現代漢語方言音庫(字庫)》P96，97		
247	C239	疫	疫	jek2	jek2	jik6	2003年侯精一《現代漢語方言音庫(字庫)》P96，97		
248	C240	步	步	pu22	pu22	bu6	2003年侯精一《現代漢語方言音庫(字庫)》P96，97		
