ID	TRAD	SIMP	IPA_S	IPA_T	JYUTPING	SOUR	EXPL	NOTE
1375	找	找	tsɛu35	tʃɛu35	zeu2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136	找錢	
1376	笊	笊	tsɛu33	tʃɛu33	zeu3	2009年陳海倫、林亦《粵語平話土話方音字彙》P138		
1377	抄	抄	tsʰɛu55	tʃʰɛu55	ceu1	2009年陳海倫、林亦《粵語平話土話方音字彙》P134	抄書	
1378	抄	抄	tsʰɛu33	tʃʰɛu33	ceu3	2009年陳海倫、林亦《粵語平話土話方音字彙》P134	翻抄	
1379	鈔	钞	tsʰau55	tʃʰau55	caau1	2009年陳海倫、林亦《粵語平話土話方音字彙》P134		
1380	炒	炒	tsʰɛu35	tʃʰɛu35	ceu2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136		
1381	吵	吵	tsʰau35	tʃʰau35	caau2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136	吵嚷	
1382	吵	吵	tsʰɛu35	tʃʰɛu35	ceu2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136	吵耳	
1383	巢	巢	tsʰu21	tʃʰu21	cu4	2009年陳海倫、林亦《粵語平話土話方音字彙》P134		
1384	梢	梢	ɬiu55	ɬiu55	sliu1	2009年陳海倫、林亦《粵語平話土話方音字彙》P134		
1385	捎	捎	ɬiu55	ɬiu55	sliu1	2009年陳海倫、林亦《粵語平話土話方音字彙》P134		
1386	稍	稍	sau55	ʃau55	saau1	2009年陳海倫、林亦《粵語平話土話方音字彙》P138		
1387	潲	潲	sɛu33	ʃɛu33	seu3	2009年陳海倫、林亦《粵語平話土話方音字彙》P138		
1388	交	交	kau55	kau55	gaau1	2009年陳海倫、林亦《粵語平話土話方音字彙》P134	成交	
1389	交	交	kɛu55	kɛu55	geu1	2009年陳海倫、林亦《粵語平話土話方音字彙》P134	交錢	
1390	膠	胶	kɛu55	kɛu55	geu1	2009年陳海倫、林亦《粵語平話土話方音字彙》P135		
1391	郊	郊	kau55	kau55	gaau1	2009年陳海倫、林亦《粵語平話土話方音字彙》P134	市郊	
1392	郊	郊	kɛu55	kɛu55	geu1	2009年陳海倫、林亦《粵語平話土話方音字彙》P134	郊外	
1393	絞	绞	kɛu35	kɛu35	geu2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136		
1394	狡	狡	kɛu35	kɛu35	geu2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136		
1395	鉸	铰	kau33	kau33	gaau3	2009年陳海倫、林亦《粵語平話土話方音字彙》P136		
1396	鉸	铰	kɛu33	kɛu33	geu3	2009年陳海倫、林亦《粵語平話土話方音字彙》P136		
1397	搞	搞	kau35	kau35	gaau2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136		
1398	攪	搅	kɛu35	kɛu35	geu2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136		
1399	教	教	kɛu33	kɛu33	geu3	2009年陳海倫、林亦《粵語平話土話方音字彙》P135，138	教書；教訓	
1400	較	较	kau33	kau33	gaau3	2009年陳海倫、林亦《粵語平話土話方音字彙》P138		
1401	酵	酵	hau55	hau55	haau1	2009年陳海倫、林亦《粵語平話土話方音字彙》P138		
1402	校	校	hau33	hau33	haau3	2009年陳海倫、林亦《粵語平話土話方音字彙》P139	上校	
1403	校	校	hau22	hau22	haau6	2009年陳海倫、林亦《粵語平話土話方音字彙》P139	學校	
1404	校	校	kʰau33	kʰau33	kaau3	2009年陳海倫、林亦《粵語平話土話方音字彙》P139	學校	
1405	校	校	kau33	kau33	gaau3	2009年陳海倫、林亦《粵語平話土話方音字彙》P138，139	校對；上校	
1406	覺	觉	kɛu33	kɛu33	geu3	2009年陳海倫、林亦《粵語平話土話方音字彙》P138	睡覺	
1407	窖	窖	kau33	kau33	gaau3	2009年陳海倫、林亦《粵語平話土話方音字彙》P138		
1408	敲	敲	hau55	hau55	haau1	2009年陳海倫、林亦《粵語平話土話方音字彙》P135		
1409	巧	巧	kʰiu35	kʰiu35	kiu2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136		
1410	咬	咬	ŋɛu24	ŋɛu24	ngeu5	2009年陳海倫、林亦《粵語平話土話方音字彙》P137		
